ID|UserID|UserQuery|errorClasses|taskid|timestamp
171610|2087|"select AngNr, AName, Gehalt, Gehalt*115/100 AS Neues_Gehalt from Angestellter"|20|1059|"2022-12-12 11:12:47"
171614|2087|"select AngNr, AName, Gehalt, Gehalt*115/100 AS Neues_Gehalt, ROUND(Neues_Gehalt,0) from Angestellter"|0|1059|"2022-12-12 11:14:33"
171615|2087|"select AngNr, AName, Gehalt, Gehalt*115/100 AS Neues_Gehalt from Angestellter"|20|1059|"2022-12-12 11:14:42"
171618|2087|"select AngNr, AName, Gehalt, Gehalt*115/100 AS Neues_Gehalt from Angestellterselect ROUND (Neues_Gehalt,0) from Angestellter"|0|1059|"2022-12-12 11:15:43"
171620|2087|"select AngNr, AName, Gehalt, Gehalt*115/100 AS Neues_Gehalt from Angestellter"|20|1059|"2022-12-12 11:16:51"
171624|2087|"select AngNr, AName, Gehalt, ROUND((Gehalt*115/100),0 AS Neues_Gehalt from Angestellter"|0|1059|"2022-12-12 11:18:11"
171625|2087|"select AngNr, AName, Gehalt, ROUND((Gehalt*115/100),0) AS Neues_Gehalt from Angestellter"|0|1059|"2022-12-12 11:18:24"
175281|2088|"select AngNr       AName       Gehalt       Gehalt * 1.5 AS GehaltNeufrom ANGESTELLTER"|0|1059|"2022-12-14 05:20:26"
175282|2088|"select AngNr,       AName,       Gehalt,       Gehalt * 1.5 AS GehaltNeufrom ANGESTELLTER"|4|1059|"2022-12-14 05:20:43"
175283|2088|"select AngNr,       AName,       Gehalt,       round(Gehalt * 1.5 AS Neues_Gehalt, 0)from ANGESTELLTER"|0|1059|"2022-12-14 05:21:09"
175284|2088|"select AngNr,       AName,       Gehalt,       round((Gehalt * 1.5 AS Neues_Gehalt),0)from ANGESTELLTER"|0|1059|"2022-12-14 05:21:52"
175285|2088|"select AngNr,       AName,       Gehalt,       Gehalt * 1.5 AS Neues_Gehaltfrom ANGESTELLTER"|20|1059|"2022-12-14 05:22:14"
175286|2088|"select AngNr,       AName,       Gehalt,       round(Gehalt * 1.5, 0) AS Neues_Gehaltfrom ANGESTELLTER"|20|1059|"2022-12-14 05:24:18"
175287|2088|"select AngNr,       AName,       Gehalt,       round(Gehalt * 1.15, 0) AS Neues_Gehaltfrom ANGESTELLTER"|0|1059|"2022-12-14 05:24:35"
175288|2088|"select AngNr,       AName,       Gehalt,       round(Gehalt * 1.15, 0) as Neues_Gehaltfrom ANGESTELLTER"|0|1059|"2022-12-14 05:24:49"
168115|2090|"SELECT AngNr, AName, Gehalt, ROUND(Gehalt*1.15, 0) AS NeuesGehaltFROM Angestellter "|4|1059|"2022-12-05 20:39:36"
168116|2090|"SELECT AngNr, AName, Gehalt, ROUND(Gehalt*1.15, 0) AS neues_GehaltFROM Angestellter "|0|1059|"2022-12-05 20:39:53"
170788|2094|"Select AngNr, Name, Gehalt from Angestellter;"|0|1059|"2022-12-11 21:42:23"
170789|2094|"Select AngNr, AName, Gehalt from Angestellter;"|2|1059|"2022-12-11 21:42:28"
170794|2094|"Select AngNr, AName, Gehalt, Gehalt+1 from Angestellter;"|4|1059|"2022-12-11 21:44:23"
170795|2094|"Select AngNr, AName, Gehalt, (Gehalt+1) from Angestellter;"|4|1059|"2022-12-11 21:44:37"
170796|2094|"Select AngNr, AName, Gehalt, (Gehalt+1) as Neues_Gehalt from Angestellter;"|20|1059|"2022-12-11 21:44:45"
170798|2094|"Select AngNr, AName, Gehalt, round(Gehalt * 1.15) as Neues_Gehalt from Angestellter;"|0|1059|"2022-12-11 21:45:09"
171444|2096|"Select *"|0|1059|"2022-12-12 10:07:25"
171446|2096|"Select * FROM Angestellter"|2|1059|"2022-12-12 10:07:35"
171453|2096|"ALTER TABLE Angestellter ADD COLUMN Neues_Gehalt int;UPDATE Angestellter SET Neues_Gehalt = 1.15*Gehalt;SELECT AngNr,AName,Gehalt,Neues_Gehalt FROM Angestellter; "|0|1059|"2022-12-12 10:11:16"
172282|2100|"SELECT AngNr, AName, Gehalt, ROUND(Gehalt * 1.15) AS NeuesGehalt FROM Angestellter WHERE Gehalt > 6450;"|4|1059|"2022-12-12 14:38:31"
172305|2100|"SELECT AngNr, AName, Gehalt FROM Angestellter WHERE Gehalt NOT BETWEEN 6000 AND 10000;"|2|1059|"2022-12-12 14:47:13"
172312|2100|"SELECT AngNr, AName, Gehalt FROM Angestellter WHERE Gehalt NOT BETWEEN 6000 AND 10000;"|2|1059|"2022-12-12 14:49:53"
172329|2100|"SELECT AngNr, AName, Gehalt, ROUND(Gehalt * 1.15) AS NeuesGehalt FROM Angestellter WHERE Gehalt > 6450;"|4|1059|"2022-12-12 14:52:17"
172332|2100|"SELECT AngNr, AName, Gehalt, ROUND(Gehalt * 1.15) AS Neues_Gehalt FROM Angestellter WHERE Gehalt > 6450;"|6|1059|"2022-12-12 14:52:32"
172333|2100|"SELECT AngNr, AName, Gehalt, ROUND(Gehalt * 1.15) AS Neues_Gehalt FROM Angestellter "|0|1059|"2022-12-12 14:53:30"
169661|2104|"select AngNr Angestelltennummer, AName Name, Gehalt, round(Gehalt*1.15) as Neues Gehaltfrom Angestellter;"|0|1059|"2022-12-10 16:12:22"
169662|2104|"select AngNr Angestelltennummer, AName Name, Gehalt, round(Gehalt*1.15) as Neues_Gehaltfrom Angestellter;"|4;4|1059|"2022-12-10 16:12:29"
169663|2104|"select AngNr, AName, Gehalt, round(Gehalt*1.15) as Neues_Gehaltfrom Angestellter;"|0|1059|"2022-12-10 16:12:53"
169220|2105|"select AngNr, AName, Gehalt, NeuesGehalt = Cast(Gehalt*1.15 as int)"|0|1059|"2022-12-10 09:22:25"
169221|2105|"select AngNr, AName, Gehalt, NeuesGehalt = Cast(Gehalt*1.15 as int)from Angestellter"|0|1059|"2022-12-10 09:22:40"
169222|2105|"select AngNr, AName, Gehalt, NeuesGehalt = Gehalt*1.15from Angestellter"|0|1059|"2022-12-10 09:22:48"
169223|2105|"select AngNr, AName, Gehalt, Gehalt*1.15 as NGfrom Angestellter"|4|1059|"2022-12-10 09:23:40"
169224|2105|"select AngNr, AName, Gehalt, Gehalt*1.15 as Neues_Gehaltfrom Angestellter"|20|1059|"2022-12-10 09:23:49"
169225|2105|"select AngNr, AName, Gehalt, cast(Gehalt*1.15 as Neues_Gehalt as int)from Angestellter"|0|1059|"2022-12-10 09:24:04"
169226|2105|"select AngNr, AName, Gehalt, cast(Gehalt*1.15 as int) as Neues_Gehaltfrom Angestellter"|0|1059|"2022-12-10 09:24:35"
168540|2107|"ALTER TABLE Angestellter ADD COLUMN NeuesGehalt intUPDATE Angestellter SET NeuesGehalt = Gehalt * 1.15SELECT Angestelltennummer, Name, Gehalt, NeuesGehaltFROM Angestellter"|0|1059|"2022-12-07 11:01:11"
168541|2107|"ALTER TABLE Angestellter ADD COLUMN NeuesGehalt intUPDATE Angestellter SET NeuesGehalt = Gehalt * 1.15;SELECT Angestelltennummer, Name, Gehalt, NeuesGehaltFROM Angestellter"|0|1059|"2022-12-07 11:01:37"
168542|2107|"ALTER TABLE Angestellter ADD COLUMN NeuesGehalt intUPDATE Angestellter SET NeuesGehalt = int Gehalt * 1.15;SELECT Angestelltennummer, Name, Gehalt, NeuesGehaltFROM Angestellter"|0|1059|"2022-12-07 11:02:00"
168639|2107|"SELECT Angestelltennummer, Name, Gehalt, (Gehalt * 1.15) as NeuesGehaltFROM Angestellter"|0|1059|"2022-12-08 11:24:46"
168640|2107|"SELECT AngNR, AName, Gehalt, (Gehalt * 1.15) as NeuesGehaltFROM Angestellter"|4|1059|"2022-12-08 11:25:11"
168641|2107|"SELECT AngNR, AName, Gehalt, (Gehalt * 1.15) as Neues_GehaltFROM Angestellter"|20|1059|"2022-12-08 11:25:36"
168642|2107|"SELECT AngNR, AName, Gehalt, (Gehalt * 1.15) as int Neues_GehaltFROM Angestellter"|0|1059|"2022-12-08 11:26:07"
168643|2107|"SELECT AngNR, AName, Gehalt, INT(Gehalt * 1.15) as Neues_GehaltFROM Angestellter"|0|1059|"2022-12-08 11:27:18"
168644|2107|"SELECT AngNR, AName, Gehalt, (INT)(Gehalt * 1.15) as Neues_GehaltFROM Angestellter"|0|1059|"2022-12-08 11:27:28"
168645|2107|"ALTER TABLE Angestellter ADD COLUMN NeuesGehalt intUPDATE Angestellter SET NeuesGehalt = (Gehalt * 1.15);SELECT AngNR, AName, Gehalt, (Gehalt * 1.15) as Neues_GehaltFROM Angestellter"|0|1059|"2022-12-08 11:28:54"
168646|2107|"ALTER TABLE Angestellter ADD COLUMN NeuesGehalt intUPDATE Angestellter SET NeuesGehalt == (Gehalt * 1.15);SELECT AngNR, AName, Gehalt, (Gehalt * 1.15) as Neues_GehaltFROM Angestellter"|0|1059|"2022-12-08 11:29:18"
168647|2107|"ALTER TABLE Angestellter ADD COLUMN Neues_Gehalt intUPDATE Angestellter INSERT (Gehalt * 1.15) INTO Neues_GehaltSELECT AngNR, AName, Gehalt, Neues_GehaltFROM Angestellter"|0|1059|"2022-12-08 11:32:03"
168648|2107|"ALTER TABLE Angestellter ADD COLUMN Neues_Gehalt intUPDATE Angestellter INSERT Gehalt INTO Neues_GehaltSELECT AngNR, AName, Gehalt, Neues_GehaltFROM Angestellter"|0|1059|"2022-12-08 11:32:24"
168649|2107|"ALTER TABLE Angestellter ADD COLUMN Neues_Gehalt intUPDATE Angestellter INSERT Gehalt INTO Neues_Gehalt;SELECT AngNR, AName, Gehalt, Neues_GehaltFROM Angestellter"|0|1059|"2022-12-08 11:32:41"
168650|2107|"SELECT AngNR, AName, Gehalt,(Gehalt * 1.15) as Neues_Gehalt INTFROM Angestellter"|0|1059|"2022-12-08 11:33:49"
168651|2107|"SELECT AngNR, AName, Gehalt,(Gehalt * 1.15) as Neues_GehaltFROM Angestellter"|20|1059|"2022-12-08 11:33:56"
170472|2108|"SELECT AName, Beruf, Gehalt, 'Neues Gehalt' FROM Angestellter Gehalt*1,15 as 'Neues Gehalt'"|0|1059|"2022-12-11 16:06:23"
170473|2108|"SELECT AName, Beruf, Gehalt, 'Neues Gehalt' FROM Angestellter Gehalt as 'Neues Gehalt'"|0|1059|"2022-12-11 16:06:43"
170476|2108|"SELECT AName, Beruf, Gehalt, Neues-Gehalt FROM Angestellter Gehalt as Neues-Gehalt"|0|1059|"2022-12-11 16:07:12"
170477|2108|"SELECT AName, Beruf, Gehalt, NeuesGehalt FROM Angestellter Gehalt as NeuesGehalt"|0|1059|"2022-12-11 16:07:26"
170479|2108|"SELECT AName, Beruf, Gehalt FROM Angestellter Gehalt as NeuesGehalt"|0|1059|"2022-12-11 16:07:53"
170480|2108|"SELECT AName, Beruf, Gehalt FROM Angestellter WHERE Gehalt as NeuesGehalt"|0|1059|"2022-12-11 16:08:05"
170481|2108|"SELECT AName, Beruf, Gehalt FROM Angestellter,Gehalt as NeuesGehalt"|0|1059|"2022-12-11 16:08:18"
170482|2108|"SELECT AName, Beruf, NeuesGehalt FROM Angestellter,Gehalt as NeuesGehalt"|0|1059|"2022-12-11 16:08:55"
170483|2108|"SELECT AName, Beruf, NeuesGehalt FROM Angestellter, Gehalt as NeuesGehalt"|0|1059|"2022-12-11 16:09:16"
170484|2108|"SELECT AName, Beruf, Gehalt FROM Angestellter, "|0|1059|"2022-12-11 16:09:25"
170485|2108|"SELECT AName, Beruf, Gehalt FROM Angestellter"|2|1059|"2022-12-11 16:09:32"
170487|2108|"SELECT AName, Beruf, Gehalt, NeuesGehalt FROM Angestellter, "|0|1059|"2022-12-11 16:09:56"
170489|2108|"SELECT AName, Beruf, Gehalt FROM Angestellter, "|0|1059|"2022-12-11 16:10:26"
170490|2108|"SELECT AName, Beruf, Gehalt FROM Angestellter"|2|1059|"2022-12-11 16:10:29"
170492|2108|"SELECT AName, Beruf, Gehalt, Neues_Gehalt FROM Angestellter"|0|1059|"2022-12-11 16:10:47"
170498|2108|"SELECT AName, Beruf, Gehalt, Neues_Gehalt FROM AngestellterWHERE Neues_Gehalt=Gehalt*1.15"|0|1059|"2022-12-11 16:13:59"
170500|2108|"SELECT AName, Beruf, Gehalt, Neues_Gehalt as Gehalt*1.15 FROM Angestellter"|0|1059|"2022-12-11 16:15:47"
170501|2108|"SELECT AName, Beruf, Gehalt, Neues_Gehalt as GehaltFROM Angestellter"|0|1059|"2022-12-11 16:15:57"
170502|2108|"SELECT AName, Beruf, Gehalt, Neues_Gehalt as Gehalt FROM Angestellter"|0|1059|"2022-12-11 16:15:59"
170503|2108|"SELECT AName, Beruf, Gehalt, Gehalt as Neues_Gehalt FROM Angestellter"|4|1059|"2022-12-11 16:16:23"
170504|2108|"SELECT AngNr, AName, Gehalt, Gehalt as Neues_Gehalt FROM Angestellter"|20|1059|"2022-12-11 16:16:50"
170505|2108|"SELECT AngNr, AName, Gehalt, Gehalt as Neues_Gehalt FROM AngestellterNeues_Gehalt=Neues_Gehalt*1.15"|0|1059|"2022-12-11 16:17:47"
170506|2108|"SELECT AngNr, AName, Gehalt, Gehalt as Neues_Gehalt FROM AngestellterNeues_Gehalt=Neues_Gehalt"|0|1059|"2022-12-11 16:21:12"
170507|2108|"SELECT AngNr, AName, Gehalt, Gehalt as Neues_Gehalt FROM Angestellter"|20|1059|"2022-12-11 16:21:25"
170516|2108|"SELECT AngNr, AName, Gehalt, Gehalt as Neues_Gehalt FROM Angestellter + (CREATE TABLE neuGeh(Neues_Gehalt int = Angestellter.Gehalt*1.15))"|0|1059|"2022-12-11 16:27:29"
170517|2108|"SELECT AngNr, AName, Gehalt, Gehalt as Neues_Gehalt FROM Angestellter, (CREATE TABLE neuGeh(Neues_Gehalt int = Angestellter.Gehalt*1.15))"|0|1059|"2022-12-11 16:28:59"
170518|2108|"CREATE TABLE neuGeh(Neues_Gehalt int = Angestellter.Gehalt*1.15)SELECT AngNr, AName, Gehalt, Neues_Gehalt FROM Angestellter, neuGeh"|0|1059|"2022-12-11 16:29:50"
170519|2108|"CREATE TABLE neuGeh(Neues_Gehalt int = Angestellter.Gehalt)SELECT AngNr, AName, Gehalt, Neues_Gehalt FROM Angestellter, neuGeh"|0|1059|"2022-12-11 16:30:00"
170520|2108|"CREATE TABLE neuGeh(Neues_Gehalt int)UPDATE TABLE neuGeh SET Neues_Gehalt = Angestellter.GehaltSELECT AngNr, AName, Gehalt, Neues_Gehalt FROM Angestellter, neuGeh"|0|1059|"2022-12-11 16:33:01"
170521|2108|"CREATE TABLE neuGeh(Neues_Gehalt int)UPDATE neuGeh SET Neues_Gehalt = Angestellter.GehaltSELECT AngNr, AName, Gehalt, Neues_Gehalt FROM Angestellter, neuGeh"|0|1059|"2022-12-11 16:33:24"
170522|2108|"CREATE TABLE neuGeh(Neues_Gehalt int),UPDATE neuGeh,SET Neues_Gehalt = Angestellter.GehaltSELECT AngNr, AName, Gehalt, Neues_Gehalt FROM Angestellter, neuGeh"|0|1059|"2022-12-11 16:33:43"
170523|2108|"CREATE TABLE neuGeh(Neues_Gehalt int),UPDATE neuGeh,SET Neues_Gehalt = Angestellter.Gehalt,SELECT AngNr, AName, Gehalt, Neues_Gehalt FROM Angestellter, neuGeh"|0|1059|"2022-12-11 16:33:48"
170524|2108|"SELECT AngNr, AName, Gehalt,Gehalt as Neues_Gehalt FROM AngestellterSET Neues_Gehalt = Neues_Gehalt*1.15"|0|1059|"2022-12-11 16:34:39"
170525|2108|"SELECT AngNr, AName, Gehalt,Gehalt as Neues_Gehalt FROM AngestellterSET Neues_Gehalt = Neues_Gehalt"|0|1059|"2022-12-11 16:34:47"
170526|2108|"SELECT AngNr, AName, Gehalt,Gehalt as Neues_Gehalt FROM AngestellterSET Neues_Gehalt = Neues_Gehalt;"|0|1059|"2022-12-11 16:35:03"
170527|2108|"SELECT AngNr, AName, Gehalt,Gehalt as Neues_Gehalt FROM AngestellterSET Neues_Gehalt = Gehalt"|0|1059|"2022-12-11 16:35:36"
170528|2108|"SELECT AngNr, AName, Gehalt,Gehalt as Neues_Gehalt FROM AngestellterSET Gehalt = Gehalt"|0|1059|"2022-12-11 16:35:51"
170529|2108|"SELECT AngNr, AName, Gehalt,Gehalt as Neues_Gehalt FROM AngestellterSET Gehalt = 0"|0|1059|"2022-12-11 16:36:32"
170530|2108|"SELECT AngNr, AName, Gehalt,Gehalt as Neues_Gehalt FROM Angestellter, SET Gehalt = 0"|0|1059|"2022-12-11 16:36:40"
170531|2108|"SELECT AngNr, AName, Gehalt,Gehalt as Neues_Gehalt FROM AngestellterSET Angestellter.Gehalt = 0"|0|1059|"2022-12-11 16:36:53"
170532|2108|"SELECT AngNr, AName, Gehalt,Gehalt as Neues_Gehalt FROM AngestellterSET Gehalt = Gehalt * 1.15"|0|1059|"2022-12-11 16:38:35"
170533|2108|"SELECT AngNr, AName, Gehalt,Gehalt as Neues_Gehalt FROM AngestellterSET 'AngesGehalt' = 'Gehalt' * 1.15"|0|1059|"2022-12-11 16:40:15"
170534|2108|"Alter TABLE Angeslstellter ADD Neues_Gehalt int;SELECT AngNr, AName, Gehalt,Gehalt as Neues_Gehalt FROM Angestellter"|0|1059|"2022-12-11 16:42:08"
170535|2108|"Alter TABLE Angeslstellter ADD Neues_Gehalt int;SELECT AngNr, AName, Gehalt, Neues_Gehalt FROM Angestellter"|0|1059|"2022-12-11 16:42:26"
170536|2108|"SELECT AngNr, AName, Gehalt, Neues_Gehalt as Gehalt * 1.15 FROM Angestellter"|0|1059|"2022-12-11 16:43:24"
170537|2108|"SELECT AngNr, AName, Gehalt,Gehalt as Neues_Gehalt * 1.15 FROM Angestellter"|0|1059|"2022-12-11 16:43:44"
170538|2108|"SELECT AngNr, AName, Gehalt,Gehalt as Neues_Gehalt FROM Angestellter"|20|1059|"2022-12-11 16:43:49"
170539|2108|"SELECT AngNr, AName, Gehalt,Gehalt* 1.15 as Neues_Gehalt FROM Angestellter"|20|1059|"2022-12-11 16:43:54"
170540|2108|"SELECT AngNr, AName, Gehalt,Gehalt * 1.15 as Neues_Gehalt FROM Angestellter"|20|1059|"2022-12-11 16:44:01"
170541|2108|"SELECT AngNr, AName, Gehalt,ROUND(Gehalt * 1.15 , 0) as Neues_Gehalt FROM Angestellter"|0|1059|"2022-12-11 16:44:56"
168297|2110|"SELECT AngNr, AName, Gehalt, Gehalt * 1.15 AS ""Neues Gehalt"" FROM Angestellter;"|4|1059|"2022-12-06 10:03:18"
168298|2110|"SELECT AngNr, AName, Gehalt, ROUND(Gehalt * 1.15) AS ""Neues Gehalt"" FROM Angestellter;"|4|1059|"2022-12-06 10:04:04"
168299|2110|"SELECT AngNr, AName, Gehalt, ROUND(Gehalt * 1.15) AS Neues_Gehalt FROM Angestellter;"|0|1059|"2022-12-06 10:04:17"
169036|2112|"SELECT AngNr, AName, Gehalt, INT(Gehalt * 1.15) FROM Angestellter"|0|1059|"2022-12-09 13:12:28"
169038|2112|"SELECT AngNr, AName, Gehalt, CAST((Gehalt * 1.15) AS INT) FROM Angestellter"|4|1059|"2022-12-09 13:15:13"
169039|2112|"SELECT AngNr, AName, Gehalt, CAST((Gehalt * 1.15) AS INT) Neues_Gehalt FROM Angestellter"|0|1059|"2022-12-09 13:15:45"
169429|2113|"select AngNr, AName, Gehalt, (Gehalt *1,15) as neuesGehalt from Angestellter"|0|1059|"2022-12-10 14:01:03"
168906|2115|"SELECT AngNr, AName, Gehalt, Gehalt*1,25FROM Angestellter"|2|1059|"2022-12-08 19:44:38"
168907|2115|"SELECT AngNr, AName, Gehalt, Gehalt*1,15FROM Angestellter"|2|1059|"2022-12-08 19:44:57"
168908|2115|"SELECT AngNr, AName, Gehalt, (Gehalt*1.15)FROM Angestellter"|4|1059|"2022-12-08 19:45:24"
168909|2115|"SELECT AngNr, AName, Gehalt, Gehalt*1.15FROM Angestellter"|4|1059|"2022-12-08 19:45:38"
168910|2115|"SELECT AngNr, AName, Gehalt, Gehalt*1.15 AS Neues GehaltFROM Angestellter"|0|1059|"2022-12-08 19:45:56"
168911|2115|"SELECT AngNr, AName, Gehalt, (Gehalt*1.15) AS Neues GehaltFROM Angestellter"|0|1059|"2022-12-08 19:46:06"
168912|2115|"SELECT AngNr, AName, Gehalt, (Gehalt*1.15) AS NeuesGehaltFROM Angestellter"|4|1059|"2022-12-08 19:46:25"
168913|2115|"SELECT AngNr, AName, Gehalt, (Gehalt*1.15) AS Neues_GehaltFROM Angestellter"|20|1059|"2022-12-08 19:46:32"
168914|2115|"SELECT AngNr, AName, Gehalt, (int)(Gehalt*1.15) AS Neues_GehaltFROM Angestellter"|0|1059|"2022-12-08 19:47:16"
168915|2115|"SELECT AngNr, AName, Gehalt, (Gehalt*1.15) AS Neues_GehaltFROM Angestellter"|20|1059|"2022-12-08 19:47:25"
168916|2115|"SELECT AngNr, AName, Gehalt, round((Gehalt*1.15),0) AS Neues_GehaltFROM Angestellter"|0|1059|"2022-12-08 19:47:55"
171297|2116|"SELECT AngNr, AName, Gehalt, (Gehalt * 1,15) AS 'Neues Gehalt' FROM Angestellter;"|0|1059|"2022-12-12 09:28:01"
171300|2116|"SELECT AngNr, AName, Gehalt, (Gehalt * 1,15) AS NeuesGehalt FROM Angestellter;"|0|1059|"2022-12-12 09:28:48"
171303|2116|"SELECT AngNr, AName, Gehalt, Gehalt*1.15 AS NeuesGehalt FROM Angestellter;"|4|1059|"2022-12-12 09:29:13"
171305|2116|"SELECT AngNr, AName, Gehalt, Gehalt*1.15 AS Neues_Gehalt FROM Angestellter;"|20|1059|"2022-12-12 09:29:32"
171314|2116|"SELECT AngNr, AName, Gehalt, ROUND(Gehalt*1.15,0) AS Neues_Gehalt FROM Angestellter;"|0|1059|"2022-12-12 09:30:24"
168543|2117|"alter table Angestellter add column GehaltNeu integer;update Angestellter set GehaltNeu = Gehalt * 1.15;select AngNr, AName, Gehal, GehaltNeufrom Angestellter;"|0|1059|"2022-12-07 11:06:36"
168544|2117|"alter table Angestellter add column GehaltNeu integer;update Angestellter set GehaltNeu = Gehalt * 1.15;select AngNr, AName, Gehalt, GehaltNeufrom Angestellter;"|4|1059|"2022-12-07 11:06:42"
168545|2117|"alter table Angestellter add column neues_gehalt integer;update Angestellter set neues_gehalt = Gehalt * 1.15;select AngNr, AName, Gehalt, neues_gehaltfrom Angestellter;"|0|1059|"2022-12-07 11:06:58"
188505|2117|"select AName, Gehalt,	Round(1.15 * Gehalt) as Neues_Gehaltfrom Angestellter;"|2|1059|"2023-02-06 10:10:02"
188506|2117|"select AngNr, AName, Gehalt,	Round(1.15 * Gehalt) as Neues_Gehaltfrom Angestellter;"|0|1059|"2023-02-06 10:10:15"
169135|2118|"select aname, angnr, gehaltfrom angestellter join 'Neues Gehalt'"|0|1059|"2022-12-09 18:34:14"
169136|2118|"select aname, angnr, gehaltfrom angestellter join NeuesGehalt"|0|1059|"2022-12-09 18:34:24"
169139|2118|"select aname, angnr, gehaltfrom angestellter natural join NeuesGehalt"|0|1059|"2022-12-09 18:40:09"
169870|2118|"select AngNr, aname, Gehlat, round(1.15*gehalt,0) as Neues_gehaltfrom Angestellter"|0|1059|"2022-12-10 18:50:21"
169871|2118|"select AngNr, aname, Gehalt, round(1.15*gehalt,0) as Neues_gehaltfrom Angestellter"|0|1059|"2022-12-10 18:50:35"
171969|2119|"select angnr aname gehaltALTER TABLE angestellterADD neues gehalt Integerneues gehalt=gehalt*1.15"|0|1059|"2022-12-12 13:29:59"
171970|2119|"select angnr aname gehaltALTER TABLE angestellterADD neues gehalt Integer"|0|1059|"2022-12-12 13:30:09"
171972|2119|"select angnr aname gehaltADD neues gehalt Integer"|0|1059|"2022-12-12 13:30:49"
171975|2119|"alter table angestellterselect angnr aname gehaltADD neues gehalt Integer"|0|1059|"2022-12-12 13:31:22"
171990|2119|"alter table angestellterselect angnr aname gehalt from angestellterADD neues gehalt Integer"|0|1059|"2022-12-12 13:36:04"
171993|2119|"select angnr aname gehalt from angestellterADD neues gehalt Integer"|0|1059|"2022-12-12 13:36:18"
171996|2119|"alter table angestellterselect angnr aname gehalt from angestellterADD neues gehalt Integer"|0|1059|"2022-12-12 13:36:42"
171999|2119|"select angnr aname gehalt from angestellteralter table angestellterADD neues gehalt Integer"|0|1059|"2022-12-12 13:36:58"
172000|2119|"select angnr aname gehalt from angestellterADD neues gehalt Integer"|0|1059|"2022-12-12 13:37:09"
172004|2119|"select angnr aname gehalt from angestellterADD neues_gehalt Integer"|0|1059|"2022-12-12 13:39:08"
172005|2119|"select angnr aname gehalt from angestellteralter table angestellterADD neues_gehalt Integer"|0|1059|"2022-12-12 13:39:34"
172048|2119|"select angnr aname gehalt from angestellter"|0|1059|"2022-12-12 13:52:31"
172102|2119|"select angnr aname gehalt from angestellteradd neuesgehalt Integerupdate angestellterset neuesgehalt = gehalt*1.15"|0|1059|"2022-12-12 14:07:03"
172103|2119|"select angnr aname gehalt from angestellteradd neuesgehalt Integerupdate angestellterset neuesgehalt = gehalt*1,15"|0|1059|"2022-12-12 14:07:16"
172104|2119|"select angnr aname gehalt from angestellteralter table angestellteradd neuesgehalt Integerupdate angestellterset neuesgehalt = gehalt*1,15"|0|1059|"2022-12-12 14:07:58"
172105|2119|"select angnr,aname,gehalt from angestellteralter table angestellteradd neuesgehalt Integerupdate angestellterset neuesgehalt = gehalt*1,15"|0|1059|"2022-12-12 14:08:15"
172107|2119|"select angnr,aname,gehalt from angestellteradd neuesgehalt Integerupdate angestellterset neuesgehalt = gehalt*1,15"|0|1059|"2022-12-12 14:08:22"
172108|2119|"select angnr,aname,gehalt from angestellteradd neuesgehalt Integerupdate angestellterset neuesgehalt = gehalt*1.15"|0|1059|"2022-12-12 14:08:48"
